type,channel,date,text,views,reactions_count,post_id,reply_to_post_id,clean_text,emotion,emotion_v2
comment,Coin_Post,2024-06-14 20:21:37+00:00,"А понятно 
Интересно 16 прожиг notcoin  будет 🤔",0,0,1733755,13574.0,А понятно Интересно 16 прожиг notcoin будет :думает:,Neutral,Uncertainty
comment,centralbank_russia,2023-12-15 10:17:45+00:00,У них есть хрустальный шар и онолитеги.,0,0,67273,1474.0,У них есть хрустальный шар и онолитеги.,Neutral,Disappointment
comment,spydell_finance,2024-10-30 07:19:48+00:00,Слушай ну тут такая интересная история да то есть вино в магазине у нас такое которое Ну ещё хоть как-то может пить стоит 7-8 долларов точка вино которое нормальное более или менее молодое нормальное вино оно стоит в районе 15-20 вино которое хорошее там урожает 2.000 там 2019 года Да оно стоит 150-200 долларов вино которое эксклюзивное урожая там двенадцатого года Да там или там даже шестого года Да оно стоит от полутора тысяч долларов за бутылку. Ну понятно да что если это вино попадает к вам в магазин на полку то оно должно хотя бы процентов на 30 стоить дороже чем у нас в магазине. Есть ещё один момент момент заключается в том А что условно покупая вино в деревне Да вот у меня есть деревня там наши родственники делают вино Ну кто остались оттуда да там на месте Вот мне со скидкой дают хорошее вино двухлетнее красное за 7 долларов литр приезжим за 15 Ну а дальше открываешь соответственно любой Московский магазин и смотришь Сколько у вас стоит вино . Понятно что когда покупается для какого-то магазина там есть дискаунты магазина с другой стороны есть и наценка магазина и снижение качества за счёт требований закупщика. Ну вот соответственно получается что часть продукции попадает к вам действительно из Грузии а основная часть производится в Мытищах из порошка спирта и воды и к вино оно имеет очень такое посредственное отношение Да если запретят экспорт грузинского вина в Россию Мы потеряем в продажах 400 млн долларов с другой стороны за 2 года все эти потери будут отбиты потому что сейчас явно Россия не является крупнейшим рынком,0,0,842653,6399.0,Слушай ну тут такая интересная история да то есть вино в магазине у нас такое которое Ну ещё хоть как-то может пить стоит 7-8 долларов точка вино которое нормальное более или менее молодое нормальное вино оно стоит в районе 15-20 вино которое хорошее там урожает 2.000 там 2019 года Да оно стоит 150-200 долларов вино которое эксклюзивное урожая там двенадцатого года Да там или там даже шестого года Да оно стоит от полутора тысяч долларов за бутылку. Ну понятно да что если это вино попадает к вам в магазин на полку то оно должно хотя бы процентов на 30 стоить дороже чем у нас в магазине. Есть ещё один момент момент заключается в том А что условно покупая вино в деревне Да вот у меня есть деревня там наши родственники делают вино Ну кто остались оттуда да там на месте Вот мне со скидкой дают хорошее вино двухлетнее красное за 7 долларов литр приезжим за 15 Ну а дальше открываешь соответственно любой Московский магазин и смотришь Сколько у вас стоит вино . Понятно что когда покупается для какого-то магазина там есть дискаунты магазина с другой стороны есть и наценка магазина и снижение качества за счёт требований закупщика. Ну вот соответственно получается что часть продукции попадает к вам действительно из Грузии а основная часть производится в Мытищах из порошка спирта и воды и к вино оно имеет очень такое посредственное отношение Да если запретят экспорт грузинского вина в Россию Мы потеряем в продажах 400 млн долларов с другой стороны за 2 года все эти потери будут отбиты потому что сейчас явно Россия не является крупнейшим рынком,Neutral,Neutral
comment,spydell_finance,2022-06-23 11:08:05+00:00,введут какие-нить NDF и транзакция просто подорожает,0,0,151692,1238.0,введут какие-нить NDF и транзакция просто подорожает,Anxiety,Anxiety
post,bitkogan,2023-10-28 11:30:04+00:00,"🇨🇳 Что происходит с китайской экономикой? 

🔴С начала года гонконгский индекс Hang Seng потерял более 17%. Упало практически все. 
🔴Иностранный капитал уходит из Китая рекордными темпами. 
🔴Чистый отток инвестиций достиг максимума за 7 лет.

Си, все пропало?

Последние цифры показывают, что нет. Второй месяц подряд наблюдается рост прибыли в промышленности. Потребление набирает обороты. 

❗️И обратите внимание, все больше глобальных инвестбанков повышает прогнозы по росту китайской экономики. Уже мало кто сомневается, что цель по росту ВВП на 5% за этот год будет достигнута.

Почему же капитал уходит?

Растут опасения дальнейшего ухудшения дел в недвижимости. 

Власти снимают ограничения в отрасли, но никого не спасают. Вскрыли нарыв и ждут, пока там все очистится. Болезненный и небыстрый процесс. 

Во многих других отраслях власти, напротив, активизировали поддержку:
✔️Например, приняли беспрецедентный пакет мер по поддержке частного сектора. 
✔️Увеличили «финансовые резервы» для развития стратегических и передовых отраслей. 

Помимо этого, на днях было принято решение нарастить бюджетный дефицит и госдолг. Си Цзиньпин даже в ЦБ сходил, чтобы всем стало понятно, насколько партия болеет за финансовую стабильность и экономику. 

📌 Вообще китайские стимулы — достаточно точечные. Никаких вертолетных денег и заливания ликвидностью всего подряд. Вероятно, эффект от таких мер не наступит быстро, но будет более устойчивым.

#Китай

@bitkogan",84812,587,22846,,":флаг_Китай: Что происходит с китайской экономикой? :красный_круг:С начала года гонконгский индекс Hang Seng потерял более 17%. Упало практически все. :красный_круг:Иностранный капитал уходит из Китая рекордными темпами. :красный_круг:Чистый отток инвестиций достиг максимума за 7 лет. Си, все пропало? Последние цифры показывают, что нет. Второй месяц подряд наблюдается рост прибыли в промышленности. Потребление набирает обороты. :красный_восклицательный_знак:И обратите внимание, все больше глобальных инвестбанков повышает прогнозы по росту китайской экономики. Уже мало кто сомневается, что цель по росту ВВП на 5% за этот год будет достигнута. Почему же капитал уходит? Растут опасения дальнейшего ухудшения дел в недвижимости. Власти снимают ограничения в отрасли, но никого не спасают. Вскрыли нарыв и ждут, пока там все очистится. Болезненный и небыстрый процесс. Во многих других отраслях власти, напротив, активизировали поддержку: :галочка:Например, приняли беспрецедентный пакет мер по поддержке частного сектора. :галочка:Увеличили «финансовые резервы» для развития стратегических и передовых отраслей. Помимо этого, на днях было принято решение нарастить бюджетный дефицит и госдолг. Си Цзиньпин даже в ЦБ сходил, чтобы всем стало понятно, насколько партия болеет за финансовую стабильность и экономику. :канцелярская_кнопка: Вообще китайские стимулы — достаточно точечные. Никаких вертолетных денег и заливания ликвидностью всего подряд. Вероятно, эффект от таких мер не наступит быстро, но будет более устойчивым. #Китай",Anxiety,Anxiety
comment,swaneconomy,2024-08-05 19:23:06+00:00,22-24 никаких скачков,0,0,136184,2557.0,22-24 никаких скачков,Neutral,Neutral
comment,spydell_finance,2024-09-06 11:46:26+00:00,А что такое синька ?,0,1,806528,6061.0,А что такое синька ?,Neutral,Neutral
comment,spydell_finance,2024-07-26 07:35:49+00:00,"Я тоже предполагаю, что они в следующем году получат дефицит бюджета 2,4Т.
Чует мое сердце, демократы трампа отодвинут. Трамп как то собирался решать проблему с дефицитом бюджета, а теперь все полетит в яму откровенную и с китаем они сцепятся уже теперь точно.",0,3,767293,5801.0,"Я тоже предполагаю, что они в следующем году получат дефицит бюджета 2,4Т. Чует мое сердце, демократы трампа отодвинут. Трамп как то собирался решать проблему с дефицитом бюджета, а теперь все полетит в яму откровенную и с китаем они сцепятся уже теперь точно.",Anxiety,Anxiety
comment,Coin_Post,2024-05-27 03:22:57+00:00,Свои выиграли,0,0,1722536,13443.0,Свои выиграли,Neutral,Neutral
comment,spydell_finance,2025-02-06 06:24:31+00:00,Зачем она мне в Чикаго ? Я тут живу ! Мне хватает нам квартиру тут .,0,0,913570,6998.0,Зачем она мне в Чикаго ? Я тут живу ! Мне хватает нам квартиру тут .,Aggression,Aggression
comment,spydell_finance,2025-03-20 07:51:43+00:00,"Вы не на деньги смотрите, а на людей.
В России занятие проституцией и наркомания - удел маргинальных слоев населения в основном.
У богатых тайцев почему то карьера проститутки для собственного ребенка - норма.
Деньги - пыль.
Важно как работает экономика.",0,0,943909,7272.0,"Вы не на деньги смотрите, а на людей. В России занятие проституцией и наркомания - удел маргинальных слоев населения в основном. У богатых тайцев почему то карьера проститутки для собственного ребенка - норма. Деньги - пыль. Важно как работает экономика.",Neutral,Neutral
comment,spydell_finance,2022-04-02 22:04:28+00:00,А зачем вам наличный евро-доллар!? А!? Спекулянт? Серый валютообменщик?,0,0,41897,444.0,А зачем вам наличный евро-доллар!? А!? Спекулянт? Серый валютообменщик?,Aggression,Aggression
post,russianmacro,2019-10-19 07:01:04+00:00,"Объём сданного жилья в сентябре вырос на 2.8% гг vs 11.0% гг в августе. По итогам девяти месяцев в жилищном строительстве зафиксирован рост на 6.9% гг.
Переход отрасли на эскроу-счета, начавшийся с 1 июля, скорее всего, приведёт к снижению объёмов жилищного строительства в ближайшие пару лет.",16500,0,6185,,"Объём сданного жилья в сентябре вырос на 2.8% гг vs 11.0% гг в августе. По итогам девяти месяцев в жилищном строительстве зафиксирован рост на 6.9% гг. Переход отрасли на эскроу-счета, начавшийся с 1 июля, скорее всего, приведёт к снижению объёмов жилищного строительства в ближайшие пару лет.",Neutral,Neutral
comment,centralbank_russia,2023-12-20 15:15:31+00:00,"Часто тестирование неадекватно сделано

Для покупки ОФЗ-ИН нужно тестирование...
В самом тесте 0 вопросов по ОФЗ-ИН.",0,0,68596,1484.0,Часто тестирование неадекватно сделано Для покупки ОФЗ-ИН нужно тестирование... В самом тесте 0 вопросов по ОФЗ-ИН.,Anxiety,Anxiety
comment,spydell_finance,2024-08-04 07:32:55+00:00,"Придет Трамп, выпишет разрешений на бурение качание по трубам, ослабит зелёные фантазии, будет вам энергия для ии... Отчет Intel и падение на треть  - на десерт? 🍡",0,2,778632,5854.0,"Придет Трамп, выпишет разрешений на бурение качание по трубам, ослабит зелёные фантазии, будет вам энергия для ии... Отчет Intel и падение на треть - на десерт? :данго:",Hope,Hope
comment,spydell_finance,2022-03-27 13:48:17+00:00,Чтож духовная пища ненависти опять в ход пошла. Не всем подходит.,0,0,27971,370.0,Чтож духовная пища ненависти опять в ход пошла. Не всем подходит.,Aggression,Aggression
comment,centralbank_russia,2024-01-22 10:02:47+00:00,Неэффективность для вкладчика – эффективность для кого-нибудь другого.,0,0,71644,1518.0,Неэффективность для вкладчика – эффективность для кого-нибудь другого.,Anxiety,Anxiety
comment,spydell_finance,2025-11-28 12:19:10+00:00,Джозеф Гилган отлично сыграл в проповеднике😂😂😂,0,0,1098587,8724.0,Джозеф Гилган отлично сыграл в проповеднике:смеется_до_слез::смеется_до_слез::смеется_до_слез:,Neutral,Neutral
comment,spydell_finance,2023-08-10 12:29:45+00:00,"О мертвых либо хорошо, либо ничего. 
Но мы заботимся о его семье.",0,1,545015,3931.0,"О мертвых либо хорошо, либо ничего. Но мы заботимся о его семье.",Neutral,Neutral
comment,spydell_finance,2025-11-26 20:16:47+00:00,Лет через 20 справятся,0,1,1098000,8711.0,Лет через 20 справятся,Neutral,Uncertainty
comment,spydell_finance,2025-09-23 05:26:57+00:00,"Генеральный директор Nvidia Дженсен Хуанг только что сделал самое смелое предсказание в своей карьере:

«Искусственный интеллект за 5 лет создаст больше миллионеров, чем интернет за 20 лет».

Но на этом он не остановился.

Он раскрыл, КАК именно это произойдет.

Вот его схема извлечения выгоды, пока не стало слишком поздно:",0,7,1061563,8359.0,"Генеральный директор Nvidia Дженсен Хуанг только что сделал самое смелое предсказание в своей карьере: «Искусственный интеллект за 5 лет создаст больше миллионеров, чем интернет за 20 лет». Но на этом он не остановился. Он раскрыл, КАК именно это произойдет. Вот его схема извлечения выгоды, пока не стало слишком поздно:",Aggression,Aggression
comment,Coin_Post,2024-04-26 09:57:58+00:00,"Не советую брать, проверено временем, если вы возьмёте монету по его советам, она либо в боковик уйдёт, либо будет падать.",0,2,1706733,13221.0,"Не советую брать, проверено временем, если вы возьмёте монету по его советам, она либо в боковик уйдёт, либо будет падать.",Anxiety,Anxiety
comment,spydell_finance,2022-09-21 05:36:01+00:00,Кому нам? 😂,0,0,275631,1926.0,Кому нам? :смеется_до_слез:,Neutral,Disappointment
comment,spydell_finance,2022-03-04 14:10:11+00:00,"Ну это сильное заявление, что белого дома не будет не только юридически но и фактически…
Штаты что ж, совсем уж без всего, у власти люди вроде есть толковые, с фин сектором сообразят. Инфраструктура и ресурсы есть. Ну куда они денутся то",0,0,1085,54.0,"Ну это сильное заявление, что белого дома не будет не только юридически но и фактически… Штаты что ж, совсем уж без всего, у власти люди вроде есть толковые, с фин сектором сообразят. Инфраструктура и ресурсы есть. Ну куда они денутся то",Neutral,Uncertainty
comment,spydell_finance,2025-02-12 08:49:18+00:00,"Вам накидали кучу полезных ссылок, изучайте) Верификаторам тоже будет полезно,  если текущих задач нет. 
Работать  в какой-то области - это ещё не значит автоматом,  что вы в этой области являетесь специалистом.",0,0,917643,7045.0,"Вам накидали кучу полезных ссылок, изучайте) Верификаторам тоже будет полезно, если текущих задач нет. Работать в какой-то области - это ещё не значит автоматом, что вы в этой области являетесь специалистом.",Neutral,Neutral
comment,Coin_Post,2025-08-28 19:33:43+00:00,"скорее будем киборгами, без мозгов, которыми будет управлять аи. Посмотри презентацию недавнюю Нейралинк",0,0,1922341,16417.0,"скорее будем киборгами, без мозгов, которыми будет управлять аи. Посмотри презентацию недавнюю Нейралинк",Anxiety,Anxiety
comment,spydell_finance,2022-04-27 08:28:35+00:00,"Если в 2008 им удалось избежать крушения системы, то это не значит, что ничего страшного и опасного не произошло.

Если в вас стреляли, а вы увернулись от пули, это не повод радостно бегать с криком ""я нео из матрицы, мне ничего не страшно...""

Так понятней?",0,4,72333,720.0,"Если в 2008 им удалось избежать крушения системы, то это не значит, что ничего страшного и опасного не произошло. Если в вас стреляли, а вы увернулись от пули, это не повод радостно бегать с криком ""я нео из матрицы, мне ничего не страшно..."" Так понятней?",Anxiety,Anxiety
post,russianmacro,2018-05-08 15:31:04+00:00,"❗️08-May-2018 18:21:44 - OIL PRICES PLUNGE AFTER CNN REPORTS TRUMP EXPECTED TO ANNOUNCE HE WILL ALLOW SANCTIONS TO GO FORWARD ON IRAN - Reuters News 

Цены на нефть упали на $2 после появление новостей от CNN, что Трамп объявит о пролонгации ядерной сделки с Ираном.",11833,0,1849,,":красный_восклицательный_знак:08-May-2018 18:21:44 - OIL PRICES PLUNGE AFTER CNN REPORTS TRUMP EXPECTED TO ANNOUNCE HE WILL ALLOW SANCTIONS TO GO FORWARD ON IRAN - Reuters News Цены на нефть упали на $2 после появление новостей от CNN, что Трамп объявит о пролонгации ядерной сделки с Ираном.",Anxiety,Anxiety
comment,spydell_finance,2022-11-09 16:36:40+00:00,А Австрийская? Финская? Британская?,0,8,335217,2230.0,А Австрийская? Финская? Британская?,Neutral,Neutral
comment,Coin_Post,2024-03-13 10:31:35+00:00,"И так все понятно) Человек принимает торговое решение, подтверждая собственным мнением и анализом. Много людей  на флете кричали о дампе, продавая свои активы крупным игрокам.",0,0,1676831,12911.0,"И так все понятно) Человек принимает торговое решение, подтверждая собственным мнением и анализом. Много людей на флете кричали о дампе, продавая свои активы крупным игрокам.",Neutral,Neutral
comment,spydell_finance,2022-08-25 08:47:53+00:00,"ты просто читаешь плохо, там так и написано было, как сейчас))",0,1,244995,1715.0,"ты просто читаешь плохо, там так и написано было, как сейчас))",Neutral,Neutral
comment,spydell_finance,2025-10-26 09:29:32+00:00,Шо такое настоящий рынок и чем мамба от него отличается?,0,0,1078123,8552.0,Шо такое настоящий рынок и чем мамба от него отличается?,Neutral,Neutral
comment,spydell_finance,2023-10-18 21:28:16+00:00,Ибо нефиг.,0,1,585006,4299.0,Ибо нефиг.,Aggression,Aggression
comment,Coin_Post,2024-08-03 18:00:06+00:00,"Он активно покупал aapl последние 15 лет, так что вложиться в акции компании, которой активно помогает правительство США, да и еще взять их по дешевке, это неплохая инвестиция, пусть даже с заморозкой средств лет на 10",0,0,1760358,13921.0,"Он активно покупал aapl последние 15 лет, так что вложиться в акции компании, которой активно помогает правительство США, да и еще взять их по дешевке, это неплохая инвестиция, пусть даже с заморозкой средств лет на 10",Neutral,Neutral
comment,spydell_finance,2024-09-10 22:02:55+00:00,"Неправда.
Если бы не ВОВ, не было бы такого единения.",0,0,811689,6079.0,"Неправда. Если бы не ВОВ, не было бы такого единения.",Aggression,Aggression
comment,swaneconomy,2024-06-11 10:07:16+00:00,"Не имеет значение, слитки это или бумажки. Бумажки все равно будут привязаны к эквиваленту в слитках.
А так как золото торгуется глобально, все равно цена на ваши облигации будет определяться в Лондоне",0,0,104615,2367.0,"Не имеет значение, слитки это или бумажки. Бумажки все равно будут привязаны к эквиваленту в слитках. А так как золото торгуется глобально, все равно цена на ваши облигации будет определяться в Лондоне",Neutral,Neutral
comment,Coin_Post,2024-12-10 04:22:20+00:00,В апреле минус -30$ к было. Вот тогда было весело мне,0,0,1815914,14707.0,В апреле минус -30$ к было. Вот тогда было весело мне,Anxiety,Anxiety
comment,spydell_finance,2022-07-01 10:05:48+00:00,"Рекомендацию по дивам давал совет директоров , там 3 независимых и остальные представители государства, давая рекомендацию они чьи интересы представляли, главного акционера ?  А на момент голосования государство принимает решение не платить , но тут же издаётся законопроект, забирающий эту же сумму в виде ндпи. До млн точную. 416*3. Это квазиадресный дивиденд в пользу одного акционера в ущерб другим.",0,1,169905,1317.0,"Рекомендацию по дивам давал совет директоров , там 3 независимых и остальные представители государства, давая рекомендацию они чьи интересы представляли, главного акционера ? А на момент голосования государство принимает решение не платить , но тут же издаётся законопроект, забирающий эту же сумму в виде ндпи. До млн точную. 416*3. Это квазиадресный дивиденд в пользу одного акционера в ущерб другим.",Anxiety,Anxiety
comment,spydell_finance,2023-01-10 18:44:20+00:00,У нас сосед двигается в свое удовольствие на Порше 70х годов 😁,0,0,383588,2604.0,У нас сосед двигается в свое удовольствие на Порше 70х годов :светится_от_счастья:,Hope,Hope
comment,centralbank_russia,2024-10-25 09:59:18+00:00,22%,0,0,123450,2123.0,22%,Neutral,Neutral
comment,Coin_Post,2025-05-17 09:18:22+00:00,"планирую вложиться в томбов, что думаете",0,0,1893444,15732.0,"планирую вложиться в томбов, что думаете",Neutral,Uncertainty
comment,Coin_Post,2024-11-12 15:16:17+00:00,"Наличие твоих материальных вещей .
Состояние твоих карт.",0,0,1801712,14520.0,Наличие твоих материальных вещей . Состояние твоих карт.,Neutral,Neutral
comment,Coin_Post,2024-03-06 17:13:29+00:00,"Как человек с 9 летним стажем, такое дичь может писать про 135к полетим 😂🤡",0,0,1672106,12875.0,"Как человек с 9 летним стажем, такое дичь может писать про 135к полетим :смеется_до_слез::клоун:",Aggression,Aggression
comment,spydell_finance,2023-01-20 08:54:10+00:00,"Ходил несколько раз в Ледовый дворец на концерты.
Лепота)",0,0,390632,2687.0,Ходил несколько раз в Ледовый дворец на концерты. Лепота),Hope,Hope
comment,spydell_finance,2022-04-25 05:21:29+00:00,Японское чудо - это открытие американского рынка (крупнейшего на тот момент) и дешевая рабочая сила. Вот и все чудо,0,0,70039,695.0,Японское чудо - это открытие американского рынка (крупнейшего на тот момент) и дешевая рабочая сила. Вот и все чудо,Neutral,Neutral
comment,spydell_finance,2023-05-26 11:10:41+00:00,Как давно разработали инсулин?,0,0,494454,3436.0,Как давно разработали инсулин?,Neutral,Neutral
comment,Coin_Post,2024-04-17 18:12:41+00:00,Первыц раз была вытряска в отличие от второго,0,0,1701733,13146.0,Первыц раз была вытряска в отличие от второго,Anxiety,Anxiety
comment,spydell_finance,2024-09-09 08:44:28+00:00,Я живу в красной зоне и ничего подобного не наблюдаю 😄,0,0,809805,6075.0,Я живу в красной зоне и ничего подобного не наблюдаю :смеется_с_закрытыми_глазами:,Neutral,Disappointment
comment,spydell_finance,2025-04-24 19:11:43+00:00,"У них были деньги точнее горшочек который эти деньги варил!) . СССР надо рвался,  сша надо рвались
, Англия надо рвалась...",0,1,973092,7497.0,"У них были деньги точнее горшочек который эти деньги варил!) . СССР надо рвался, сша надо рвались , Англия надо рвалась...",Neutral,Neutral
post,bitkogan,2019-01-23 16:41:44+00:00,"Подоспели позитивные новости по Teva (TEVA US). 

Во-первых, один из авторитетнейших инвестбанков UBS повысил рекомендацию по акциям компании с $23 до $24 с рейтингом «Покупать». Аналитики написали про Teva так: «too cheap to ignore». Соглашусь: бумаги компании выглядят сильно перепроданными, неоднократно об этом напоминал. 
Во-вторых, вчера Верховный суд США отказался возобновить действие патента швейцарской фармацевтической компании Helsinn Healthcare S.A. на препарат против тошноты Aloxi. Напомню, что Teva продает на рынке аналогичный «дженерик». Одним конкурентом меньше. 

Акции Teva сегодня растут почти на 4%, до 19.6. 
Не могу не признать, Teva – одна из моих любимых идей. Продолжаю верить в эту историю и вдвойне приятно, когда твои ожидания совпадают с прогнозами такого банка, как UBS. 
Едем дальше, улыбаемся и машем! 😊

@bitkogan",17041,0,2659,,"Подоспели позитивные новости по Teva (TEVA US). Во-первых, один из авторитетнейших инвестбанков UBS повысил рекомендацию по акциям компании с $23 до $24 с рейтингом «Покупать». Аналитики написали про Teva так: «too cheap to ignore». Соглашусь: бумаги компании выглядят сильно перепроданными, неоднократно об этом напоминал. Во-вторых, вчера Верховный суд США отказался возобновить действие патента швейцарской фармацевтической компании Helsinn Healthcare S.A. на препарат против тошноты Aloxi. Напомню, что Teva продает на рынке аналогичный «дженерик». Одним конкурентом меньше. Акции Teva сегодня растут почти на 4%, до 19.6. Не могу не признать, Teva – одна из моих любимых идей. Продолжаю верить в эту историю и вдвойне приятно, когда твои ожидания совпадают с прогнозами такого банка, как UBS. Едем дальше, улыбаемся и машем! :довольно_улыбается:",Hope,Hope
comment,spydell_finance,2022-09-21 16:43:50+00:00,"Не, Ань, тут еще очень важна мотивация. Генерал Мороз - это не самое главное",0,0,276909,1927.0,"Не, Ань, тут еще очень важна мотивация. Генерал Мороз - это не самое главное",Neutral,Neutral
comment,spydell_finance,2023-05-08 09:38:54+00:00,Так большинство это ВИК= НПЗ + свои заправки,0,0,483315,3318.0,Так большинство это ВИК= НПЗ + свои заправки,Neutral,Neutral
post,bitkogan,2023-07-05 17:17:40+00:00,"Про инвестиции и думскроллинг

Друзья, все мы знаем, что думскроллинг (паническое, запойное чтение новостей) ведет к ослаблению психического здоровья. 

Поэтому я хочу еще раз напомнить вам, что связь между новостями (особенно плохими) и принятием инвестиционных решений – прямая.

Помните, что даже во времена самых плохих новостей можно действовать трезво. Так, новости о резком ослаблении рубля стали причиной того, что профессиональные российские инвесторы решили перетряхнуть свои портфели. 

🔺Одни зафиксировали часть прибыли за полгода. 
🔺Другие увеличили долю валюты.
🔺Третьи присмотрелись к отраслям и компаниям, которым выгоден слабый рубль (мы о них писали).

Я сам зафиксировал часть прибыли и увеличил долю наличности. Потому что сейчас мне больше хочется думать о сокращении рисков. 

Неужели, идеи закончились? Отнюдь. Интерес к российскому рынку от наших подписчиков и клиентов слабее не становится. Новые идеи для них есть, и будут.

Где искать наши новые идеи? Про платный сервис по подписке BidKogan мы рассказывали много раз. Он хорош для тех, кто хочет подсмотреть за работой аналитиков и управлять сам. 

А что же делать тем из вас, кто хотел бы участвовать в росте рынка, но не готов тратить на это много времени? 

Для вас есть услуга Доверительного управления. Наша команда готова ответить на все ваши вопросы и сформировать портфель индивидуально или в рамках нескольких стратегий. 

Мы поможем вам принять правильные финансовые решения и не поддаваться думскроллингу.

Оставьте заявку в приложенной форме, и мы свяжемся с вами в самое ближайшее время.

@bitkogan",65690,248,21783,,"Про инвестиции и думскроллинг Друзья, все мы знаем, что думскроллинг (паническое, запойное чтение новостей) ведет к ослаблению психического здоровья. Поэтому я хочу еще раз напомнить вам, что связь между новостями (особенно плохими) и принятием инвестиционных решений – прямая. Помните, что даже во времена самых плохих новостей можно действовать трезво. Так, новости о резком ослаблении рубля стали причиной того, что профессиональные российские инвесторы решили перетряхнуть свои портфели. :треугольник_вершиной_вверх:Одни зафиксировали часть прибыли за полгода. :треугольник_вершиной_вверх:Другие увеличили долю валюты. :треугольник_вершиной_вверх:Третьи присмотрелись к отраслям и компаниям, которым выгоден слабый рубль (мы о них писали). Я сам зафиксировал часть прибыли и увеличил долю наличности. Потому что сейчас мне больше хочется думать о сокращении рисков. Неужели, идеи закончились? Отнюдь. Интерес к российскому рынку от наших подписчиков и клиентов слабее не становится. Новые идеи для них есть, и будут. Где искать наши новые идеи? Про платный сервис по подписке BidKogan мы рассказывали много раз. Он хорош для тех, кто хочет подсмотреть за работой аналитиков и управлять сам. А что же делать тем из вас, кто хотел бы участвовать в росте рынка, но не готов тратить на это много времени? Для вас есть услуга Доверительного управления. Наша команда готова ответить на все ваши вопросы и сформировать портфель индивидуально или в рамках нескольких стратегий. Мы поможем вам принять правильные финансовые решения и не поддаваться думскроллингу. Оставьте заявку в приложенной форме, и мы свяжемся с вами в самое ближайшее время.",Neutral,Neutral
comment,Coin_Post,2025-04-25 08:33:33+00:00,Ох уж эти прогнозы,0,0,1884662,15579.0,Ох уж эти прогнозы,Neutral,Uncertainty
comment,spydell_finance,2025-02-08 17:04:35+00:00,и что потом?,0,1,915256,7026.0,и что потом?,Anxiety,Anxiety
comment,spydell_finance,2022-07-20 19:02:16+00:00,В штатах налог на эту историю платится в момент получения пом по факту продажи делается или возврат или доплата. В РФ платится в момент когда акции стали доступны к продаже. В европе там как то по своему...точно не знаю,0,0,196947,1487.0,В штатах налог на эту историю платится в момент получения пом по факту продажи делается или возврат или доплата. В РФ платится в момент когда акции стали доступны к продаже. В европе там как то по своему...точно не знаю,Neutral,Neutral
comment,Coin_Post,2024-10-04 07:25:59+00:00,И? В чем проблема?,0,0,1788151,14284.0,И? В чем проблема?,Neutral,Neutral
comment,spydell_finance,2025-03-26 03:08:08+00:00,В общем неплохо.,0,0,947168,7322.0,В общем неплохо.,Neutral,Neutral
comment,spydell_finance,2025-01-24 23:02:59+00:00,Ну враньё их и погубило. Или  Вы думаете что они слишком мало врали ? Ещё чуть чуть и вот она Нирвана ? ;-),0,0,905160,6928.0,Ну враньё их и погубило. Или Вы думаете что они слишком мало врали ? Ещё чуть чуть и вот она Нирвана ? ;-),Aggression,Aggression
